0	0.079455195	0.583011546	0.279040707	0.084932172	0.702316342	0.718963145
1	0.616125286	0.699646684	0.850003568	0.295748725	0.855200352	0.687013445
2	0.631982387	0.274950434	0.425886607	0.536134451	0.055766046	0.077904105
3	0.126521219	0.099175918	0.820871537	0.33540794	0.1490606	0.958640376
4	0.413728154	0.939211155	0.225124975	0.133669127	0.183910094	0.63593831
5	0.137701652	0.230942118	0.022236912	0.995887327	0.389207367	0.367719008
6	0.96421039	0.859248115	0.465512171	0.426451041	0.580571126	0.758398724
7	0.995286901	0.370415964	0.740596985	0.683524728	0.01905511	0.215301795
8	0.898359318	0.208731729	0.713298793	0.702484473	0.431458899	0.065180475
9	0.138656855	0.460152669	0.995539469	0.099204288	0.867010476	0.090836277
10	0.941436548	0.096183859	0.692263764	0.53438623	0.131577037	0.806659945
11	0.482857647	0.034750726	0.636727104	0.771951702	0.671767706	0.412602596
12	0.253286814	0.074829549	0.921533024	0.562480509	0.800031349	0.823041047
13	0.553354854	0.619927219	0.493516643	0.935742441	0.867038471	0.531372504
